household_code,year,village_,district_,Age_head_,head_female_,Head_educ_,Head_born_village_,Head_belong_Biggest_caste_,Head_marital_status_,Max_HH_educ_,num_of_children_,num_of_male_adults_,num_of_female_adults_,num_of_elders_,aeu_,High_prod_imp_aeu_,low_prod_imp_aeu_,high_non_prod_imp_aeu_,low_non_prod_imp_aeu_,other_implements_aeu_,Total_imp_value_aeu_,Large_livstk_begin_val_aeu_,Small_livstk_begin_val_aeu_,V_small_livstk_begin_val_aeu_,Beehives_begin_val_aeu_,Tot_livstk_begin_val_aeu_,Large_livstk_end_val_aeu_,Small_livstk_end_val_aeu_,V_small_livstk_end_val_aeu_,Beehives_end_val_aeu_,Tot_livstk_end_val_aeu_,Crop_land_sqm_aeu_,Pasture_land_sqm_aeu_,Agroforestry_land_sqm_aeu_,Silvipasture_land_sqm_aeu_,Fallow_land_sqm_aeu_,Forest_land_sqm_aeu_,Land_rented_in_sqm_aeu_,Land_rented_out_sqm_aeu_,Other_land_sqm_aeu_,Total_land_owned_sqm_aeu_,Bank_saving_aeu_,Jewellery_aeu_,debt_aeu_,Serious_crop_fail_,Serious_crop_fail_severe_,Serious_illness_,Serious_illness_severe_,Death_adult_,Death_adult_severe_,land_loss_,Land_loss_severe_,Livestock_loss_,Livestock_loss_severe_,Oth_asset_loss_,Oth_asset_loss_severe_,wage_employ_loss_,wage_employ_loss_severe_,Costly_social_events_,Costly_social_events_severe_,Tot_for_inc_aeu_,For_cash_inc_aeu_,Tot_nonfor_env_inc_aeu_,Nonfor_env_cash_inc_aeu_,Forest_service_inc_aeu_,FUG_payment_inc_aeu_,Wage_forest_env_inc_aeu_,Tot_env_inc_aeu_,Env_cash_inc_aeu_,Tot_crop_inc_aeu_,Crop_cash_inc_aeu_,Tot_live_inc_aeu_,Live_cash_inc_aeu_,Remit_inc_aeu_,Gov_service_inc_aeu_,Gifts_inc_aeu_,Pension_inc_aeu_,Tot_suppot_inc_aeu_,Land_rent_out_inc_aeu_,Compensation_inc_aeu_,other_inc_aeu_,Tot_other_inc_aeu_,Biz_inc_aeu_,Wage_agri_inc_aeu_,Wage_unskll_off_farm_inc_aeu_,Wage_skill_off_farm_inc_aeu_,Other_wage_inc_aeu_,Tot_wage_inc_aeu_,Total_inc_aeu_,Total_cash_inc_aeu_
1021123,2006,Hemja,Kaski,75,0,0,1,1,3,14,3,1,2,1,5.76,0,347.2222222,2083.333333,289.9305556,0,2720.486111,0,1041.666667,0,0,1041.6666,0,1822.916667,0,0,1822.9166,750.8333333,0,0,143.5416667,220.8333333,0,0,530,88.33333333,1203.541667,0,0,34722.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559.895833,0,1971.354167,0,0,0,0,3531.25,0,8143.229167,3102.08214,415.625,0,0,91.14583333,0,434.0277778,525.17358,520.8333333,0,0,520.83331,0,0,0,0,0,0,13136.11111,4148.089085
1021013,2006,Hemja,Kaski,39,0,16,1,1,1,16,2,1,2,0,4.16,600.9615385,600.9615385,9375,9877.644231,0,20454.56731,17187.5,0,0,0,17187.5,19471.15385,0,0,0,19471.154,1834.399038,0,122.2932692,0,489.1730769,0,0,0,76.44230769,2522.307692,16826.92308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676.201923,0,5105.769231,108.1730769,0,0,0,7781.9712,108.17308,31145.91346,19356.54491,15117.78846,4535.336538,0,17235.57692,0,26899.03846,44134.617,1442.307692,0,2584.134615,4026.4424,0,0,0,0,0,0,102206.7308,72161.11222
1021044,2006,Hemja,Kaski,75,1,0,1,0,1,14,1,3,2,2,6.88,7703.488372,79.94186047,10174.4186,4011.627907,0,21969.47674,25145.34884,0,0,0,25145.35,25145.34884,0,0,0,25145.35,799.622093,0,0,0,369.7674419,0,0,60.0872093,110.9171512,1280.306686,29069.76744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772.52907,0,5356.831395,0,0,0,0,7129.3604,0,10543.89535,5160.583876,5538.880814,512.4555084,0,0,0,5813.953488,5813.9536,0,0,0,0,0,0,0,0,0,0,29026.09012,11486.99287
1023096,2006,Chainpur,Chitwan,41,0,0,0,1,1,7,2,1,3,0,5.52,0,0,0,344.2028986,0,344.2028986,12862.31884,16847.82609,2173.913043,0,31884.059,12862.31884,12137.68116,1177.536232,0,26177.537,245.384058,0,0,0,0,0,1901.726449,0,122.692029,368.076087,144.9275362,0,27173.91304,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1084.23913,0,0,0,0,0,0,1084.2391,0,3812.5,65.88150586,3252.536232,1034.165807,0,63.4057971,0,0,63.405796,0,0,0,0,0,606.884058,0,443.8405797,0,1050.7246,9263.405797,2214.177748
1023087,2006,Chainpur,Chitwan,30,0,5,0,1,2,5,3,1,1,0,3.76,0,0,0,1329.787234,0,1329.787234,4787.234043,4787.234043,811.1702128,0,10385.639,4787.234043,6382.978723,372.3404255,0,11542.553,0,0,0,0,0,0,1440.978723,0,0,0,187.5,0,5319.148936,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539.893617,0,0,0,0,0,0,1539.8937,0,13.03191489,0,2692.021277,2120.629452,3989.361702,0,0,0,0,0,0,478.7234043,478.72342,0,590.4255319,0,0,0,590.42554,9303.457447,7179.14009
1023018,2006,Chainpur,Chitwan,61,0,0,0,0,1,5,2,2,1,0,4.84,0,0,0,103.3057851,0,103.3057851,6714.876033,6714.876033,1115.702479,0,14545.454,6714.876033,7231.404959,1074.380165,0,15020.661,559.7190083,0,0,0,0,0,279.8595041,0,839.5785124,1399.297521,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3405.991736,0,9.297520661,0,0,0,0,3415.2893,0,1624.173554,0,2979.338843,1195.439135,1487.603306,0,0,0,0,0,0,0,0,0,677.6859504,0,0,0,677.68597,10184.09091,3360.728391
1023225,2006,Chainpur,Chitwan,82,0,0,0,1,3,13,0,1,1,1,2.76,0,0,0,1992.753623,0,1992.753623,23550.72464,0,0,0,23550.725,23550.72464,0,0,0,23550.725,736.1521739,0,0,0,0,0,0,0,122.692029,858.8442029,0,0,54347.82609,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2315.217391,0,0,0,0,0,0,2315.2173,0,3824.637681,0,2736.231884,0,10869.56522,0,543.4782609,0,543.47827,0,0,0,0,6521.73913,0,0,0,0,0,26810.86957,17934.78261
1021087,2006,Hemja,Kaski,48,0,2,0,1,2,4,0,1,2,0,2.76,0,0,0,362.3188406,0,362.3188406,14393.93939,0,0,0,14393.939,10984.84848,0,0,0,10984.849,16.13043478,0,0,0,0,46.08695652,0,0,0,62.2173913,0,0,3623.188406,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4568.181818,0,1920.454545,0,0,0,0,6488.6362,0,2436.268939,1386.367875,3836.363636,2540.63817,0,0,0,0,0,0,0,757.5757576,757.57574,0,3037.878788,0,0,0,3037.8789,16556.72348,7722.46059
1023092,2006,Chainpur,Chitwan,45,0,0,0,1,1,5,2,2,1,0,4.84,0,0,0,41.32231405,0,41.32231405,123.9669421,0,1301.652893,0,1425.6199,123.9669421,0,185.9504132,0,309.91736,0,0,0,0,0,0,0,0,0,0,165.2892562,0,1033.057851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1354.338843,0,0,0,2066.115702,0,0,3420.4546,2066.1157,665.0826446,0,247.9338843,28.7459576,0,0,0,0,0,0,0,46.48760331,46.487602,0,1291.322314,0,0,0,1291.3223,5671.280992,3432.671577
1023226,2006,Chainpur,Chitwan,48,0,3,0,1,1,9,1,3,3,1,7.36,0,135.8695652,543.4782609,366.8478261,0,1046.195652,10190.21739,3668.478261,896.7391304,0,14755.435,12228.26087,2309.782609,1168.478261,0,15706.521,9984.063859,0,0,0,0,0,644.1331522,0,1058.21875,11042.28261,543.4782609,0,2717.391304,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1552.98913,0,448.3695652,0,0,0,0,2001.3586,0,3088.994565,324.0171858,5715.48913,3029.18988,0,951.0869565,0,3057.065217,4008.1521,0,0,543.4782609,543.47827,3260.869565,135.8695652,0,391.3043478,0,527.17389,19145.5163,11692.88098
1021113,2006,Hemja,Kaski,39,1,3,0,0,1,11,2,1,3,0,5.68,0,0,0,845.0704225,0,845.0704225,0,7130.28169,0,0,7130.2817,0,9771.126761,0,0,9771.127,0,0,0,0,89.57746479,0,11.1971831,0,89.57746479,179.1549296,35230.6338,0,264.084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531.690141,905.8098592,665.4929577,0,0,0,0,2197.1831,905.80988,214.4366197,0,974.2957746,813.0423711,0,2816.901408,694.5422535,7570.422535,11081.866,0,0,1408.450704,1408.4507,0,774.6478873,0,0,0,774.64789,16650.88028,14983.81702
10125048,2006,Kunjo,Mustang,35,0,6,0,0,1,10,1,3,1,0,4.92,0,609.7560976,0,1829.268293,0,2439.02439,10670.73171,0,121.9512195,0,10792.683,12296.74797,0,426.8292683,0,12723.577,516.9918699,0,0,0,180.9349593,0,0,0,103.3943089,801.3211382,1117.886179,0,40650.4065,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8411.585366,1280.487805,600.6097561,0,0,0,0,9012.1953,1280.4878,2368.902439,0,2510.162602,1064.379902,0,0,0,0,0,0,0,10026.62602,10026.626,0,243.902439,0,0,0,243.90244,24161.78862,12615.39616
10125090,2006,Kunjo,Mustang,70,0,0,1,0,1,10,2,1,3,1,5.8,0,0,0,258.6206897,0,258.6206897,7275.862069,181.0344828,2017.241379,0,9474.1377,7068.965517,181.0344828,2448.275862,0,9698.2754,1929.706897,0,0,0,0,0,1447.275862,0,5.172413793,1934.87931,27155.17241,10344.82759,13793.10345,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11089.65517,0,2048.275862,0,206.8965517,0,0,13344.827,206.89655,5326.724138,1284.206384,5675.862069,0,45344.82759,0,310.3448276,0,310.34482,0,0,103.4482759,103.44827,0,0,0,0,0,0,70106.03448,47249.72362
1023129,2006,Chainpur,Chitwan,74,0,0,0,1,3,10,3,1,3,1,6.88,29.06976744,654.0697674,2906.976744,1250,0,4840.116279,8720.930233,843.0232558,203.4883721,0,9767.4414,10901.16279,1133.72093,327.0348837,0,12361.919,393.755814,0,0,0,0,0,0,0,49.21947674,442.9752907,110.4651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,218.0232558,0,0,0,0,0,0,218.02325,0,1533.284884,0,1387.936047,370.6235965,17441.86047,0,0,0,0,0,0,0,0,0,203.4883721,0,86.91860465,0,290.40698,20871.51163,18102.89104
1021066,2006,Hemja,Kaski,65,0,10,1,0,1,13,1,3,2,2,6.76,14792.89941,295.8579882,5192.307692,8446.745562,0,28727.81065,80325.44379,0,0,0,80325.445,80621.30178,0,0,0,80621.305,653.8757396,0,0,0,0,0,0,0,98.78698225,752.6627219,887.5739645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.3550296,0,1914.053254,0,0,0,0,2799.4082,0,9142.011834,2659.058507,1186.982249,412.2265919,16272.18935,0,0,4955.621302,4955.6211,0,0,0,0,7766.272189,0,0,0,0,0,42122.48521,32065.36794
1023039,2006,Chainpur,Chitwan,59,0,7,0,1,1,12,1,4,2,0,6.24,0,400.6410256,801.2820513,560.8974359,0,1762.820513,22115.38462,3605.769231,1570.512821,0,27291.666,22916.66667,3365.384615,849.3589744,0,27131.41,1085.352564,0,0,0,0,0,0,0,108.5352564,1193.887821,0,0,44871.79487,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,788.4615385,0,1137.019231,0,0,0,0,1925.4807,0,4304.326923,1583.74609,7208.173077,3769.991754,801.2820513,0,0,0,0,0,0,0,0,-480.7692308,0,0,961.5384615,0,961.53845,14720.03205,6635.789126
10112130,2006,Lete,Mustang,37,0,5,0,0,1,5,2,1,1,0,2.92,0,273.9726027,0,1712.328767,0,1986.30137,684.9315068,0,890.4109589,0,1575.3424,684.9315068,0,479.4520548,0,1164.3835,0,0,0,0,0,0,0,0,174.2123288,174.2123288,0,523972.6027,50342.46575,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5804.794521,0,133.5616438,0,0,0,0,5938.356,0,-154.109589,0,2136.986301,0,0,0,0,0,0,0,0,19940.75342,19940.754,0,3852.739726,3339.041096,0,0,7191.7808,35053.76712,27132.53425
10112060,2006,Lete,Mustang,53,0,0,1,1,1,8,1,2,2,0,4.6,565.2173913,195.6521739,4804.347826,5760.869565,0,11326.08696,7173.913043,369.5652174,673.9130435,217.3913043,8434.7822,5869.565217,369.5652174,1130.434783,217.3913043,7586.9565,1216.543478,0,0,0,0,0,0,0,65.2173913,1281.76087,0,9782.608696,44565.21739,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9319.565217,0,1656.521739,0,65.2173913,0,0,11041.305,65.217392,4502.173913,184.8942059,4645.652174,0,0,0,0,0,0,0,0,0,0,20041.47391,0,0,0,0,0,40230.60435,20291.58551
1023066,2006,Chainpur,Chitwan,53,0,10,0,1,1,10,1,1,2,0,3.16,19620.25316,1107.594937,6170.886076,4968.35443,0,31867.08861,28797.46835,2879.746835,1265.822785,134493.6709,167436.7,28797.46835,4841.772152,569.6202532,126582.2785,160791.14,1393.098101,0,0,0,0,0,0,0,107.1613924,1500.259494,417.721519,0,6329.113924,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.8101266,0,0,0,0,284.81012,0,5333.544304,70.76395395,68744.93671,3598.164759,162341.7722,0,0,0,0,0,0,0,0,48740.50633,0,0,0,0,0,285445.5696,214751.2072
10125074,2006,Kunjo,Mustang,53,0,0,1,0,3,8,1,2,2,0,4.24,0,0,7075.471698,5070.754717,0,12146.22642,10849.0566,0,5778.301887,0,16627.359,10849.0566,0,5471.698113,0,16320.755,3959.528302,0,0,0,1319.834906,1979.764151,0,0,59.97641509,7319.103774,89150.9434,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97248.82075,0,466.9811321,0,0,0,0,97715.805,0,2254.716981,0,4702.830189,467.1685618,24764.15094,0,943.3962264,0,943.39624,0,0,0,0,565.9811321,0,0,636.7924528,0,636.79248,131583.6698,27377.48932
1023019,2006,Chainpur,Chitwan,50,0,3,0,1,2,12,0,3,2,0,4.88,0,204.9180328,2049.180328,307.3770492,0,2561.47541,10245.90164,6147.540984,1475.409836,0,17868.852,13319.67213,7172.131148,1311.47541,0,21803.279,624.522541,0,0,0,346.9569672,0,0,0,69.39139344,1040.870902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3915.983607,0,783.8114754,0,0,0,0,4699.7949,0,951.4344262,57.48124916,4085.040984,2660.121569,14032.78689,0,0,1229.508197,1229.5082,0,0,0,0,0,3381.147541,0,3073.770492,0,6454.918,31453.48361,24434.81593
1023036,2006,Chainpur,Chitwan,34,0,10,0,0,2,10,2,1,1,0,3.08,0,162.3376623,974.025974,1461.038961,0,2597.402597,26623.37662,1623.376623,48.7012987,0,28295.455,29545.45455,1623.376623,0,0,31168.832,7696.136364,0,0,0,0,0,1099.448052,0,20889.51299,28585.64935,0,0,29220.77922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.96103896,0,1090.909091,0,0,0,0,1129.8701,0,13558.11688,4106.857431,912.6623377,412.2319382,0,0,0,7629.87013,7629.8701,0,0,0,0,0,0,779.2207792,0,0,779.22076,24009.74026,12928.18028
10125122,2006,Kunjo,Mustang,56,0,4,1,0,1,10,0,2,1,0,2.88,0,0,0,2152.777778,0,2152.777778,59062.5,0,659.7222222,0,59722.223,57326.38889,0,2500,0,59826.391,1059.861111,0,0,0,2119.722222,1766.423611,0,0,706.5625,5652.569444,4513.888889,0,34722.22222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19982.29167,1041.666667,4052.083333,0,0,0,0,24034.375,1041.6666,5078.125,0,17815.97222,5742.4568,3125,0,69.44444444,0,69.444443,0,0,0,0,0,0,0,0,0,0,50122.91667,9978.567911
1021103,2006,Hemja,Kaski,50,0,10,1,1,1,10,2,5,2,0,8.96,0,0,2343.75,1004.464286,0,3348.214286,14363.83929,267.8571429,239.9553571,0,14871.651,13504.46429,133.9285714,239.9553571,0,13878.349,755.9598214,0,0,0,0,0,0,0,10.64732143,766.6071429,0,0,5580.357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.924107,0,1724.330357,0,0,0,0,2757.2544,0,4632.477679,0,5292.410714,1542.013528,8035.714286,0,0,4017.857143,4017.8572,446.4285714,0,0,446.42856,0,0,0,0,0,0,25182.14286,14042.01353
10124011,2006,Kunjo,Mustang,50,0,5,0,0,1,12,0,2,2,0,3.88,0,1958.762887,0,206.185567,0,2164.948454,13530.92784,0,3131.443299,0,16662.371,12371.13402,0,4381.443299,0,16752.578,786.7010309,0,0,0,0,0,393.3505155,0,131.1082474,917.8092784,0,0,25773.19588,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5779.639175,0,533.5051546,0,0,0,1623.71134,7936.8555,1623.7113,1730.927835,0,9528.350515,373.8562849,19329.89691,0,3530.927835,0,3530.9277,0,0,5154.639175,5154.6392,0,1847.938144,0,1855.670103,0,3703.6082,50915.20619,33716.63979
1021072,2006,Hemja,Kaski,72,0,5,1,1,1,14,1,1,4,1,5.8,0,68.96551724,3068.965517,4137.931034,0,7275.862069,27241.37931,5431.034483,0,0,32672.414,27241.37931,5431.034483,0,0,32672.414,1315.862069,0,0,0,438.6206897,0,0,0,54.82758621,1809.310345,0,0,34482.75862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215.517241,685.3448276,5443.965517,853.4482759,0,0,0,6659.4829,1538.7931,7689.913793,3110.079737,3453.793103,897.0891178,12068.96552,0,86.20689655,0,86.206894,0,0,0,0,0,13.79310345,0,0,0,13.793103,29972.15517,17714.92748
10113153,2006,Lete,Mustang,57,0,0,1,0,1,2,4,2,1,0,6.32,0,0,0,0,0,0,0,632.9113924,0,0,632.91138,0,443.0379747,0,0,443.03796,0,0,0,0,221.3607595,0,0,0,24.14556962,245.5063291,0,2373.417722,791.1392405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9918.512658,4115.506329,346.5189873,156.6455696,23.73417722,0,1172.468354,11461.234,5468.3545,15.82278481,0,94.93670886,47.46835443,284.8101266,0,79.11392405,0,79.113922,0,0,0,0,0,7832.278481,1186.708861,1424.050633,0,10443.038,22378.9557,16322.78481
1023218,2006,Chainpur,Chitwan,48,0,2,0,0,1,12,2,2,5,0,7.4,0,135.1351351,1081.081081,702.7027027,0,1918.918919,12229.72973,1013.513514,0,0,13243.243,13581.08108,1013.513514,0,0,14594.595,320.3256757,0,45.76081081,0,0,0,777.9337838,0,0,366.0864865,0,0,27027.02703,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968.9189189,0,1014.324324,0,0,0,0,1983.2433,0,3157.432432,0,1568.648649,989.2378865,2702.702703,0,0,608.1081081,608.10809,0,0,0,0,0,297.2972973,0,0,0,297.2973,10317.43243,4597.345995
